table_schema,table_name,column_name,data_type,is_nullable,column_default
public,tour_pricing,deposit_payment_method,text,YES,null
public,tour_pricing,balance_payment_method,text,YES,null
public,tour_pricing,balance_currency,text,YES,null
public,tour_pricing,season_key,text,YES,null
public,tour_pricing,valid_from,text,YES,null
public,tour_pricing,valid_until,text,YES,null
public,tour_pricing,is_active,text,YES,null
public,tour_pricing,created_at,text,YES,null
public,tour_pricing,updated_at,text,YES,null
public,tour_pricing,default_payment_method,text,YES,null
