table_schema,table_name,column_name,data_type,is_nullable,column_default
public,reservation,re_id,uuid,NO,gen_random_uuid()
public,reservation,re_user_id,uuid,NO,null
public,reservation,re_quote_id,uuid,YES,null
public,reservation,re_type,text,NO,null
public,reservation,re_status,text,NO,'pending'::text
public,reservation,re_created_at,timestamp with time zone,NO,now()
public,reservation,contact_email,text,YES,null
public,reservation,special_requests,text,YES,null
public,reservation,applicant_name,text,YES,null
public,reservation,applicant_email,text,YES,null
public,reservation,applicant_phone,text,YES,null
public,reservation,application_datetime,timestamp with time zone,YES,null
public,reservation,contact_name,text,YES,null
public,reservation,contact_phone,text,YES,null
public,reservation_airport,reservation_id,uuid,NO,null
public,reservation_airport,airport_price_code,text,NO,null
public,reservation_airport,ra_airport_location,text,NO,null
public,reservation_airport,ra_flight_number,text,YES,null
public,reservation_airport,ra_datetime,timestamp without time zone,NO,null
public,reservation_airport,ra_stopover_location,text,YES,null
public,reservation_airport,ra_stopover_wait_minutes,integer,YES,null
public,reservation_airport,ra_car_count,integer,NO,1
public,reservation_airport,ra_passenger_count,integer,NO,null
public,reservation_airport,ra_luggage_count,integer,NO,null
public,reservation_airport,request_note,text,YES,null
public,reservation_airport,ra_is_processed,text,YES,null
public,reservation_airport,id,uuid,NO,gen_random_uuid()
public,reservation_airport,created_at,timestamp with time zone,NO,now()
public,reservation_airport,unit_price,"numeric(12,2)",YES,null
public,reservation_airport,total_price,"numeric(12,2)",YES,null
public,reservation_car_sht,reservation_id,uuid,YES,null
public,reservation_car_sht,vehicle_number,text,YES,null
public,reservation_car_sht,seat_number,text,YES,null
public,reservation_car_sht,sht_category,text,YES,null
public,reservation_car_sht,id,uuid,NO,gen_random_uuid()
public,reservation_car_sht,created_at,timestamp with time zone,NO,now()
public,reservation_confirmation,id,uuid,NO,gen_random_uuid()
public,reservation_confirmation,reservation_id,uuid,NO,null
public,reservation_confirmation,quote_id,uuid,YES,null
public,reservation_confirmation,sender_id,uuid,YES,null
public,reservation_confirmation,method,text,YES,null
public,reservation_confirmation,status,text,NO,'sent'::text
public,reservation_confirmation,subject,text,YES,null
public,reservation_confirmation,recipient_email,text,YES,null
public,reservation_confirmation,meta,jsonb,YES,null
public,reservation_confirmation,created_at,timestamptz,NO,now()
public,reservation_confirmation,sent_at,timestamptz,YES,null
public,reservation_cruise,reservation_id,uuid,NO,null
public,reservation_cruise,room_price_code,text,NO,null
public,reservation_cruise,checkin,date,NO,null
public,reservation_cruise,guest_count,integer,NO,null
public,reservation_cruise,unit_price,"numeric(0,0)",NO,0
public,reservation_cruise,boarding_assist,text,YES,null
public,reservation_cruise,room_total_price,"numeric(0,0)",YES,null
public,reservation_cruise,request_note,text,YES,null
public,reservation_cruise,id,uuid,NO,gen_random_uuid()
public,reservation_cruise,created_at,timestamp with time zone,NO,now()
public,reservation_cruise,boarding_code,text,YES,null
public,reservation_cruise_car,id,uuid,NO,gen_random_uuid()
public,reservation_cruise_car,reservation_id,uuid,NO,null
public,reservation_cruise_car,car_price_code,text,YES,null
public,reservation_cruise_car,car_count,integer,YES,0
public,reservation_cruise_car,passenger_count,integer,YES,0
public,reservation_cruise_car,pickup_datetime,date,YES,null
public,reservation_cruise_car,pickup_location,text,YES,null
public,reservation_cruise_car,dropoff_location,text,YES,null
public,reservation_cruise_car,car_total_price,"numeric(10,2)",YES,0
public,reservation_cruise_car,request_note,text,YES,null
public,reservation_cruise_car,created_at,timestamp with time zone,YES,now()
public,reservation_cruise_car,updated_at,timestamp with time zone,YES,now()
public,reservation_hotel,reservation_id,uuid,YES,null
public,reservation_hotel,schedule,text,YES,null
public,reservation_hotel,room_count,integer,YES,null
public,reservation_hotel,checkin_date,date,YES,null
public,reservation_hotel,breakfast_service,text,YES,null
public,reservation_hotel,hotel_category,text,YES,null
public,reservation_hotel,guest_count,integer,YES,null
public,reservation_hotel,total_price,"numeric(0,0)",YES,null
public,reservation_hotel,hotel_price_code,text,YES,null
public,reservation_hotel,request_note,text,YES,null
public,reservation_hotel,id,uuid,NO,gen_random_uuid()
public,reservation_hotel,created_at,timestamp with time zone,NO,now()
public,reservation_payment,id,uuid,NO,gen_random_uuid()
public,reservation_payment,reservation_id,uuid,NO,null
public,reservation_payment,user_id,uuid,YES,null
public,reservation_payment,amount,"numeric(12,0)",NO,null
public,reservation_payment,payment_method,text,YES,null
public,reservation_payment,payment_status,text,NO,'pending'::text
public,reservation_payment,memo,text,YES,null
public,reservation_payment,created_at,timestamp with time zone,NO,now()
public,reservation_payment,updated_at,timestamp with time zone,NO,now()
public,reservation_rentcar,reservation_id,uuid,NO,null
public,reservation_rentcar,rentcar_price_code,text,NO,null
public,reservation_rentcar,rentcar_count,integer,NO,1
public,reservation_rentcar,unit_price,"numeric(0,0)",NO,0
public,reservation_rentcar,car_count,integer,YES,null
public,reservation_rentcar,passenger_count,integer,YES,null
public,reservation_rentcar,pickup_datetime,timestamp without time zone,YES,null
public,reservation_rentcar,pickup_location,text,YES,null
public,reservation_rentcar,destination,text,YES,null
public,reservation_rentcar,via_location,text,YES,null
public,reservation_rentcar,via_waiting,text,YES,null
public,reservation_rentcar,luggage_count,integer,YES,null
public,reservation_rentcar,total_price,"numeric(0,0)",YES,null
public,reservation_rentcar,request_note,text,YES,null
public,reservation_rentcar,id,uuid,NO,gen_random_uuid()
public,reservation_rentcar,created_at,timestamp with time zone,NO,now()
public,reservation_tour,reservation_id,uuid,YES,null
public,reservation_tour,tour_price_code,text,YES,null
public,reservation_tour,tour_capacity,integer,YES,null
public,reservation_tour,pickup_location,text,YES,null
public,reservation_tour,dropoff_location,text,YES,null
public,reservation_tour,total_price,"numeric(0,0)",YES,null
public,reservation_tour,request_note,text,YES,null
public,reservation_tour,id,uuid,NO,gen_random_uuid()
public,reservation_tour,created_at,timestamp with time zone,NO,now()
public,room,id,uuid,NO,gen_random_uuid()
public,room,base_price,"numeric(0,0)",YES,null
public,room,created_at,timestamp with time zone,YES,now()
public,room,updated_at,timestamp with time zone,YES,now()
public,room,room_code,varchar,YES,null
public,room,special_requests,text,YES,null
public,room,adult_count,integer,YES,0
public,room,child_count,integer,YES,0
public,room,extra_count,integer,YES,0
public,room,single_charge_count,integer,YES,0
public,room,boarding_code,text,YES,null
public,room_price,room_code,text,NO,null
public,room_price,schedule,text,YES,null
public,room_price,room_category,text,YES,null
public,room_price,cruise,text,YES,null
public,room_price,room_type,text,YES,null
public,room_price,price,"numeric(0,0)",YES,null
public,room_price,start_date,date,YES,null
public,room_price,end_date,date,YES,null
public,room_price,payment,text,YES,null
public,tour,id,uuid,NO,gen_random_uuid()
public,tour,tour_code,varchar(255),NO,null
public,tour,tour_date,date,NO,null
public,tour,participant_count,integer,YES,1
public,tour,special_requests,text,YES,null
public,tour,base_price,"numeric(10,2)",YES,0
public,tour,created_at,timestamp with time zone,YES,now()
public,tour,updated_at,timestamp with time zone,YES,now()
public,tour_price,tour_code,text,NO,null
public,tour_price,tour_name,text,NO,null
public,tour_price,tour_capacity,integer,YES,null
public,tour_price,tour_vehicle,text,YES,null
public,tour_price,tour_type,text,YES,null
public,tour_price,price,"numeric(0,0)",YES,null
public,users,id,uuid,NO,gen_random_uuid()
public,users,email,text,YES,null
public,users,name,text,YES,null
public,users,english_name,text,YES,null
public,users,nickname,text,YES,null
public,users,phone_number,text,YES,null
public,users,kakao_id,text,YES,null
public,users,role,text,NO,'member'::text
public,users,birth_date,date,YES,null
public,users,passport_number,varchar(50),YES,null
public,users,passport_expiry,date,YES,null
public,users,reservation_date,date,YES,null
public,users,status,varchar(20),YES,'pending'::character varying
public,users,created_at,timestamptz,YES,now()
public,users,updated_at,timestamptz,YES,now()
realtime,messages,topic,text,NO,null
realtime,messages,extension,text,NO,null
realtime,messages,payload,jsonb,YES,null
realtime,messages,event,text,YES,null
realtime,messages,private,boolean,YES,false
realtime,messages,updated_at,timestamp without time zone,NO,now()
realtime,messages,inserted_at,timestamp without time zone,NO,now()
realtime,messages,id,uuid,NO,gen_random_uuid()
realtime,schema_migrations,version,bigint,NO,null
realtime,schema_migrations,inserted_at,timestamp without time zone,YES,null
realtime,subscription,id,bigint,NO,null
realtime,subscription,subscription_id,uuid,NO,null
realtime,subscription,entity,regclass,NO,null
realtime,subscription,filters,ARRAY,NO,'{}'::realtime.user_defined_filter[]
realtime,subscription,claims,jsonb,NO,null
realtime,subscription,claims_role,regrole,NO,null
realtime,subscription,created_at,timestamp without time zone,NO,"timezone('utc'::text, now())"
vault,decrypted_secrets,id,uuid,YES,null
vault,decrypted_secrets,name,text,YES,null
vault,decrypted_secrets,description,text,YES,null
vault,decrypted_secrets,secret,text,YES,null
vault,decrypted_secrets,decrypted_secret,text,YES,null
vault,decrypted_secrets,key_id,uuid,YES,null
vault,decrypted_secrets,nonce,bytea,YES,null
vault,decrypted_secrets,created_at,timestamp with time zone,YES,null
vault,decrypted_secrets,updated_at,timestamp with time zone,YES,null
vault,secrets,id,uuid,NO,gen_random_uuid()
vault,secrets,name,text,YES,null
vault,secrets,description,text,NO,''::text
vault,secrets,secret,text,NO,null
vault,secrets,key_id,uuid,YES,null
vault,secrets,nonce,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
